,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-04-24,2,1,1,34,27
1,helm-spring-boot-chart,2023-04-24,1,0,0,1,1
2,ic-gradle,2023-04-24,0,0,0,1,1
3,iot-devices-crud,2023-04-24,0,0,0,17,14
4,istio-wasm-filter-golang,2023-04-24,1,2,1,0,0
5,kotlin-ktor,2023-04-24,7,20,3,0,0
6,ml-github,2023-04-24,1,0,0,4,3
7,mqtt-golang-influxdb,2023-04-24,14,17,2,42,27
8,quarkus-kafka,2023-04-24,1,0,0,1,1
9,semantic-versioning-cli,2023-04-24,4,0,0,1,1
10,service-mesh-workshop,2023-04-24,3,1,1,0,0
11,ta,2023-04-24,3,0,0,59,34
12,terraform-ansible-aws,2023-04-24,0,0,0,1,1
13,workshop-golang-grpc,2023-04-24,0,0,0,17,14
14,workshop-tekton-argocd,2023-04-24,0,0,0,1,1
15,workshop-tekton-argocd-app-quarkus,2023-04-24,0,0,0,1,1
