,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-10-06,2,9,1,0,0
1,istio-wasm-filter-golang,2023-10-06,1,1,1,0,0
2,kotlin-ktor,2023-10-06,8,17,1,2,1
3,ml-github,2023-10-06,1,0,0,3,3
4,mqtt-golang-influxdb,2023-10-06,16,2,2,0,0
5,ocp-logging,2023-10-06,1,1,1,0,0
6,quarkus-kotlin-example,2023-10-06,2,7,2,0,0
7,semantic-versioning-cli,2023-10-06,4,1,1,0,0
8,spring-boot-grafana,2023-10-06,0,0,0,2,1
9,uca-workshop-docker,2023-10-06,0,0,0,1,1
10,workshop-cdc,2023-10-06,0,8,2,74,14
11,workshop-keda,2023-10-06,0,9,1,0,0
12,redhat-workshop-deployment-strategies,2023-10-06,2,0,0,1,1
