,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-07-10,2,0,0,47,34
1,helm-spring-boot-chart,2023-07-10,1,2,1,0,0
2,iot-devices-crud,2023-07-10,0,0,0,1,1
3,licence-plate-workshop,2023-07-10,0,2,1,0,0
4,ml-github,2023-07-10,2,0,0,1,1
5,semantic-versioning-cli,2023-07-10,4,0,0,1,1
6,spring-kotlin-crud,2023-07-10,7,0,0,1,1
7,workshop-golang-grpc,2023-07-10,0,0,0,17,14
8,workshop-keda,2023-07-10,0,26,5,68,47
9,workshop-redhat-sso,2023-07-10,0,0,0,2,2
