,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2022-09-09,0,11,1,2,2
1,golang-k8s-helm-helloworld,2022-09-09,2,1,1,0,0
2,golang-rest-api-cassandra,2022-09-09,2,0,0,107,43
3,influx-telegraf-chronograf,2022-09-09,0,6,1,0,0
4,iot-devices-crud,2022-09-09,0,8,3,50,25
5,iot-esp8266-irrigation-system,2022-09-09,0,6,2,0,0
6,istio-wasm-filter-golang,2022-09-09,0,4,2,0,0
7,kustomize-vs-helm,2022-09-09,4,2,1,0,0
8,ml-github,2022-09-09,1,4,1,2,2
9,mqtt-golang-influxdb,2022-09-09,12,1,1,72,27
10,ocp-monitoring-golang,2022-09-09,1,1,1,0,0
11,pelorus-workshop,2022-09-09,0,1,1,0,0
12,quarkus-kafka,2022-09-09,0,2,1,0,0
13,quarkus-kotlin-example,2022-09-09,2,0,0,1,1
14,spring-cloud-ms1,2022-09-09,0,0,0,1,1
15,ta,2022-09-09,3,0,0,60,35
