,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-05-05,0,2,1,0,0
1,golang-rest-api-cassandra,2023-05-05,2,0,0,36,28
2,iot-devices-crud,2023-05-05,0,0,0,17,12
3,kotlin-ktor,2023-05-05,7,36,2,0,0
4,ml-github,2023-05-05,1,2,1,3,2
5,mqtt-golang-influxdb,2023-05-05,14,11,2,17,14
6,quarkus-kafka,2023-05-05,1,4,1,0,0
7,quarkus-kotlin-example,2023-05-05,2,27,3,0,0
8,service-mesh-workshop,2023-05-05,3,0,0,1,1
9,ta,2023-05-05,3,0,0,17,13
10,workshop-golang-grpc,2023-05-05,0,0,0,36,27
11,workshop-keda,2023-05-05,0,37,2,32,4
